"ow_esri_esri_ow_rank","ew_esri_esri_ow_rank"
4.09334390912383e-07,4.241567241599e-05
1.10121467343182e-06,6.45677818970935e-05
1.91411635384243e-06,6.49963577249576e-05
3.23461268705012e-06,6.88439659881044e-05
5.04439142369142e-06,6.92751738423178e-05
7.07078179791965e-06,7.05606310608103e-05
1.15256794825415e-05,7.86556664315171e-05
1.61578540109954e-05,8.92662808813696e-05
2.29726717046379e-05,9.9647988954621e-05
3.14028741961538e-05,0.000128782738317183
4.79887217014728e-05,0.00013062221575227
6.94997910035256e-05,0.000141914496871872
0.00010192094412206,0.000276958247046774
0.000128267294908465,0.000332294658946332
0.000157490317791817,0.000365155425430437
0.000186885202930049,0.000396631045708636
0.000224277186544361,0.000457848457408571
0.000263938476471315,0.000486890165559229
0.000304411520782412,0.000510796932641693
0.000351777139513598,0.000546991452360809
0.000402768447003803,0.000704459313830848
0.000461652649004478,0.000747022723017125
0.000500671351168693,0.000768520478733002
0.000573231170375724,0.0024344572807355
0.000625698012318506,0.00251534114233879
0.000713806265525062,0.00257288041425001
0.000810195030275558,0.0026298458848468
0.00090906572922264,0.00265729070159002
0.00101497312554075,0.00271525164580474
0.0011244790271502,0.00311446317360381
0.00124621934834887,0.00328527621817719
0.00136962660731453,0.00335478089572722
0.0014774198601474,0.00343176132781309
0.00161280396530143,0.00352902632929105
0.00172400454158034,0.00360783987790646
0.00182360956189922,0.00368761373775815
0.00197005715870039,0.00381674681760276
0.00211974603076597,0.00400070733524854
0.00228306214188933,0.00408022429921215
0.00245161258316234,0.0042520043289333
0.00262055566495053,0.00431752149441215
0.00281458766351845,0.00446892293176676
0.00299072366410852,0.00458684043727225
0.00324666500421841,0.00464009941071602
0.00350737586454278,0.00473858317960151
0.00371591057832469,0.00635725958817162
0.00399095236107562,0.00667966132091873
0.0043336882241426,0.0070379942528457
0.00463258464297696,0.00709757308532764
0.00486887871745774,0.00752302605527768
0.00509153620985919,0.00772118272117238
0.00529474136635988,0.00797948736424904
0.00567224962621839,0.00844650028626859
0.00606381588317256,0.00861775032729476
0.00646467798657365,0.00881145946333047
0.0067351327897673,0.0090569267792467
0.00722645122910746,0.00949398992329867
0.00779478567989204,0.00970617689523123
0.00788988103658506,0.00975670980426853
0.00851351429220975,0.00997752043063122
0.00913744750138,0.0102894932591218
0.00947846339206742,0.010378482345494
0.0101431556665237,0.0104512624290752
0.0107335128948575,0.0105637086984792
0.0114350347255225,0.01093810860042
0.0121643595131929,0.0110717899478712
0.0128789710259412,0.0115373346008718
0.0137070955488277,0.0118516332683911
0.0144565570456719,0.0123378917196856
0.0150927024244614,0.012861098080256
0.015533973362676,0.0132055606042042
0.0165320331616542,0.0132638087319571
0.0174512996752727,0.0133376164687941
0.0184345901627758,0.0135569535041608
0.0192521754556918,0.0140009712549416
0.0200818624758021,0.0143637516301216
0.0206848029650776,0.0147676674684122
0.0218649795938697,0.0163726404364755
0.0230852756079529,0.0172042502901262
0.0238181006009515,0.0177238296793508
0.0248011677447116,0.0179438333503172
0.0262822873491265,0.0197276920959224
0.0271104745216257,0.0205705553627882
0.0285756258640671,0.0214358753739368
0.0308129165887088,0.0227604608343738
0.0322724702971511,0.0232818850723323
0.0338815747511092,0.0249895744598431
0.0356562540614646,0.0265003652210226
0.037107270519481,0.0270321314223424
0.0390425444094695,0.0298681345093753
0.0408748492469606,0.0318952812065355
0.0423543004494817,0.0324996716403194
0.0452254143144182,0.0362823803636077
0.0473381809648816,0.0372764341300414
0.0495949119022661,0.0383141960365133
0.0530621429914537,0.0399848165551707
0.0550370399453767,0.0432861839159327
0.0566765326670838,0.04463197392292
0.0577843727799082,0.0465803852070706
0.0611064745723459,0.0495409963821305
0.0672136781575484,0.0542691729112131
0.0700568131751185,0.0577442470769187
0.0726422115059312,0.0595353635950954
0.08201150331983,0.0643839628143938
0.0858636347947913,0.0682317552378415
0.0923336350129864,0.0729596025118887
0.0969257412574997,0.0793986895362473
0.109464225408895,0.0845313764685954
0.116013628805954,0.0881407137053118
0.149115973825716,0.125693026003077
0.152575074365907,0.128362727380166
0.171303020563745,0.138983580195307
0.176762062140674,0.142977912202317
0.178972038143075,0.14529567382662
0.35106688095665,0.302937726899726
0.351626354160148,0.304009315488995
0.35319320764843,0.304761947716651
0.354681842873334,0.304881095444402
0.382217666525945,0.317037175531643
